1.0482,0.355884,0.359215,0.730504,-0.0435298,0.135383,0
1.0482,0.355884,0.359215,0.756327,-0.0141867,0.173166,0
1.02706,0.341982,0.357349,0.790317,0.0175429,0.212303,0
1.02706,0.341982,0.357349,0.818346,0.0396261,0.241579,0
1.00077,0.327179,0.35421,0.839831,0.051441,0.267594,0
1.00077,0.327179,0.35421,0.85043,0.0594423,0.282647,0
0.968736,0.312258,0.349104,0.856643,0.0646751,0.289008,0
0.968736,0.312258,0.349104,0.85893,0.0685425,0.288787,0.271466
0.936141,0.300254,0.342762,0.80317,0.00549477,0.265768,0
0.936097,0.300251,0.342781,0.762584,-0.0738043,0.215463,0
0.936097,0.300251,0.342781,0.731307,-0.1375,0.131399,0
