1.04635,0.357743,0.351337,0.746837,-0.0917984,0.114657,0
1.02467,0.345102,0.346286,0.739067,-0.0671563,0.129663,0
1.02467,0.345102,0.346286,0.742877,-0.0180351,0.160317,0
0.997945,0.332079,0.339585,0.749085,0.0177556,0.18716,0
0.997945,0.332079,0.339585,0.75562,0.0418897,0.20945,0
0.965642,0.319627,0.330504,0.765351,0.0652033,0.230924,0
0.965642,0.319627,0.330504,0.777191,0.0856492,0.246131,0
0.927481,0.309061,0.318537,0.788004,0.10429,0.256505,0.252565
0.912858,0.306144,0.313685,0.805383,-0.0435121,0.212447,0
0.912858,0.306144,0.313685,0.839631,-0.101948,0.121511,0
