1.04865,0.365485,0.34604,0.685765,-0.0596287,0.121452,0
1.02846,0.356239,0.339307,0.699246,-0.0338094,0.150913,0
1.02846,0.356239,0.339307,0.711772,-0.0103601,0.181275,0
1.00358,0.347111,0.330862,0.722746,0.0103213,0.202677,0
1.00358,0.347111,0.330862,0.731147,0.024992,0.214795,0
0.974302,0.339149,0.320408,0.735879,0.0355893,0.221203,0
0.974302,0.339149,0.320408,0.736512,0.0439748,0.222665,0
0.940213,0.333514,0.307742,0.737543,0.0518039,0.222545,0
0.940213,0.333514,0.307742,0.739288,0.0586145,0.22274,0
0.901698,0.331467,0.292624,0.740615,0.0644921,0.224089,0
0.901698,0.331467,0.292624,0.742977,0.0704707,0.225767,0
0.86406,0.333785,0.276974,0.742781,0.0768901,0.227572,0
0.86406,0.333785,0.276974,0.741916,0.082441,0.22815,0
0.830641,0.339498,0.262087,0.743909,0.0896061,0.22857,0.26531
0.825126,0.340759,0.259625,0.723252,0.00338461,0.207562,0
0.825107,0.34078,0.259613,0.725131,-0.0601302,0.167013,0
0.825107,0.34078,0.259613,0.740163,-0.110295,0.110117,0
