0.88038,0.253573,0.223162,0.678285,-0.0572484,0.131449,0
0.88038,0.253573,0.223162,0.700189,-0.00826679,0.144178,0
0.893803,0.256804,0.234509,0.721251,0.0451476,0.154228,0
0.893803,0.256804,0.234509,0.73348,0.0842425,0.163122,0.242673
0.905814,0.260184,0.244388,0.570298,-0.0694852,0.22474,0
0.905814,0.260184,0.244388,0.497765,-0.211663,0.18037,0
1.04483,0.340997,0.337411,0.824693,0.0576674,0.110267,0
1.04483,0.340997,0.337411,0.836069,0.0661605,0.115332,0
1.05922,0.354618,0.344806,0.844593,0.0781322,0.121006,0
1.05922,0.354618,0.344806,0.846245,0.0838192,0.122436,0
1.07082,0.366597,0.350498,0.846446,0.0872063,0.125583,0
1.07082,0.366597,0.350498,0.842274,0.0883573,0.127421,0
1.07991,0.376625,0.354548,0.845145,0.0911979,0.124921,0
1.07991,0.376625,0.354548,0.849559,0.0884038,0.12556,0
1.0865,0.384384,0.357429,0.848289,0.0839738,0.134433,0
1.0865,0.384384,0.357429,0.832164,0.0799736,0.153635,0
1.091,0.389785,0.359174,0.7817,0.0548399,0.192488,0
1.091,0.389785,0.359174,0.698039,-0.0017057,0.228443,0
1.09337,0.392734,0.360317,0.630217,-0.0783594,0.233075,0
