0.933498,0.299494,0.342158,0.681005,-0.0721225,0.11259,0
0.933498,0.299494,0.342158,0.660018,-0.0329678,0.145155,0
0.889605,0.288137,0.331814,0.630998,0.00970237,0.162391,0
0.889605,0.288137,0.331814,0.60085,0.0419807,0.176782,0
0.839641,0.28093,0.317846,0.582424,0.0694253,0.190634,0
0.839641,0.28093,0.317846,0.56612,0.0971067,0.206055,0
0.790991,0.279423,0.302393,0.552011,0.11256,0.21481,0
0.790991,0.279423,0.302393,0.538991,0.122152,0.218815,0
0.746641,0.282765,0.285907,0.53534,0.127538,0.220471,0.267382
0.744508,0.283052,0.285106,0.639657,-0.0425102,0.175218,0
0.744508,0.283052,0.285106,0.679825,-0.0964698,0.133557,0
