1.04747,0.358405,0.351716,0.694176,-0.0892571,0.126923,0
1.04747,0.358405,0.351716,0.702482,-0.0536954,0.154205,0
1.0261,0.345846,0.346791,0.71216,-0.0175924,0.176208,0
1.0261,0.345846,0.346791,0.71989,0.0130268,0.193134,0
0.999683,0.332828,0.340163,0.728999,0.043596,0.210617,0
0.999683,0.332828,0.340163,0.741654,0.06653,0.227081,0
0.999683,0.332828,0.340163,0.759504,0.0859991,0.242098,0
0.967727,0.320312,0.331221,0.772958,0.0989734,0.250716,0
0.967727,0.320312,0.331221,0.782832,0.108595,0.257488,0
0.930323,0.309681,0.319575,0.788565,0.115919,0.259671,0.24462
0.909834,0.305581,0.31265,0.737112,-0.00579603,0.220042,0
0.909834,0.305581,0.31265,0.723715,-0.0830197,0.154204,0
