1.08115,0.378474,0.544783,0.779739,-0.0773784,0.132374,0
1.07204,0.36899,0.536673,0.809239,-0.0483843,0.186897,0
1.07204,0.36899,0.536673,0.838113,-0.0200315,0.22736,0
1.06022,0.357854,0.52617,0.86003,0.00297162,0.247883,0
1.06022,0.357854,0.52617,0.877387,0.0216788,0.261158,0
1.04545,0.345405,0.513067,0.890764,0.0324517,0.269612,0
1.04545,0.345405,0.513067,0.903783,0.0434177,0.273305,0
1.0279,0.332469,0.497308,0.914752,0.053459,0.276247,0
1.0279,0.332469,0.497308,0.923382,0.0628727,0.277802,0
1.00713,0.319531,0.478443,0.932663,0.0727223,0.277716,0
1.00713,0.319531,0.478443,0.937309,0.0800884,0.27833,0
0.98319,0.307532,0.456413,0.940919,0.0871591,0.277465,0
0.98319,0.307532,0.456413,0.94554,0.0923219,0.276621,0.274869
0.963673,0.29993,0.438133,0.877202,-0.00931392,0.247208,0
0.963644,0.299931,0.438113,0.841424,-0.0629259,0.195151,0
0.963644,0.299931,0.438113,0.806348,-0.106924,0.109873,0
