1.03147,0.363157,0.32821,0.718518,-0.0916169,0.125658,0
1.00854,0.356703,0.316357,0.724803,-0.0852374,0.123651,0
1.00854,0.356703,0.316357,0.73401,-0.0414099,0.148437,0
0.981807,0.351888,0.302525,0.742392,-0.00311446,0.164779,0
0.981807,0.351888,0.302525,0.748652,0.0285181,0.176431,0
0.951359,0.349813,0.286336,0.75446,0.0534278,0.186656,0
0.951359,0.349813,0.286336,0.763894,0.0774307,0.191302,0
0.920551,0.351245,0.269462,0.771979,0.0952514,0.194147,0
0.920551,0.351245,0.269462,0.777809,0.110125,0.194441,0
0.893643,0.355395,0.254369,0.780938,0.120854,0.192023,0.264853
0.893364,0.35545,0.254265,0.777479,0.0609742,0.191173,0
0.893364,0.35545,0.254265,0.774086,0.0134198,0.177127,0
0.893172,0.355488,0.254197,0.768252,-0.0478832,0.147233,0
0.893172,0.355488,0.254197,0.770217,-0.116604,0.106355,0
