0.619463,0.389953,0.158818,0.708155,0.0871554,0.203714,0
0.619463,0.389953,0.158818,0.708636,0.0877339,0.204401,0
0.619463,0.389953,0.158818,0.708771,0.0880988,0.205305,0
0.619512,0.389978,0.158895,0.708719,0.0882776,0.206225,0
0.619512,0.389978,0.158895,0.708438,0.088557,0.206281,0
0.61936,0.38994,0.161167,0.708345,0.0889328,0.205419,0
0.61936,0.38994,0.161167,0.708466,0.0888311,0.20521,0
0.619174,0.389856,0.16658,0.709105,0.0886352,0.205958,0
0.619174,0.389856,0.16658,0.709781,0.0886978,0.206914,0
0.619015,0.389879,0.17476,0.710298,0.0883361,0.20761,0
0.619015,0.389879,0.17476,0.710991,0.0880906,0.208004,0
0.619067,0.389891,0.185305,0.711545,0.0880568,0.208283,0
0.619067,0.389891,0.185305,0.711975,0.0879287,0.208336,0
0.61925,0.389961,0.193292,0.712552,0.0879299,0.208568,0
0.61925,0.389961,0.193292,0.713067,0.088101,0.208741,0
0.619456,0.390043,0.198284,0.713359,0.0883356,0.208973,0
0.619456,0.390043,0.198284,0.713368,0.0882938,0.209153,0
0.619615,0.390103,0.200183,0.714246,0.0885049,0.208364,0
0.619615,0.390103,0.200183,0.714488,0.0887474,0.20808,0
0.619734,0.389928,0.2002,0.714793,0.0889273,0.208239,0
0.619734,0.389928,0.2002,0.714924,0.089013,0.208538,0
0.622026,0.387398,0.200165,0.714788,0.0890658,0.208145,0
0.622026,0.387398,0.200165,0.714446,0.0895946,0.207491,0
0.627386,0.381454,0.200243,0.714646,0.0899241,0.207326,0
0.627386,0.381454,0.200243,0.715367,0.0901901,0.207383,0
0.63582,0.372481,0.200243,0.715721,0.0906379,0.207509,0
0.63582,0.372481,0.200243,0.715725,0.0909172,0.207342,0
0.647125,0.361109,0.20024,0.71552,0.0914396,0.20722,0
0.647125,0.361109,0.20024,0.715623,0.0922107,0.206509,0
0.656618,0.352094,0.20026,0.716047,0.0927754,0.205703,0.266679
0.659261,0.349625,0.200319,0.765825,-0.00301407,0.208678,0
0.659261,0.349625,0.200319,0.804604,-0.0728695,0.171025,0
0.659696,0.349188,0.200284,0.845864,-0.126409,0.11096,0
