0.87698,0.148599,0.267745,0.56226,-0.107556,0.109288,0
0.896853,0.162971,0.284186,0.590046,-0.0285233,0.125458,0
0.896853,0.162971,0.284186,0.592666,0.0491222,0.150592,0
0.919359,0.180989,0.301173,0.588017,0.0969741,0.161901,0
0.919359,0.180989,0.301173,0.583331,0.129628,0.174247,0
0.943426,0.202166,0.317492,0.580657,0.157594,0.190581,0
0.943426,0.202166,0.317492,0.578639,0.186467,0.20392,0
0.969498,0.227427,0.332808,0.577772,0.202705,0.205438,0
0.969498,0.227427,0.332808,0.582372,0.214308,0.203453,0
0.99408,0.25381,0.344806,0.5943,0.209729,0.200886,0
0.99408,0.25381,0.344806,0.610801,0.203307,0.198897,0
1.01534,0.278729,0.352888,0.617567,0.202272,0.196884,0
1.01534,0.278729,0.352888,0.626946,0.199991,0.195166,0
1.03339,0.301699,0.358244,0.624018,0.197553,0.198306,0
1.03339,0.301699,0.358244,0.617328,0.189182,0.198529,0
1.04861,0.322338,0.361321,0.61036,0.166315,0.201299,0
1.04861,0.322338,0.361321,0.582912,0.0973864,0.214222,0
1.06112,0.340483,0.362686,0.557197,-0.0248075,0.209112,0
1.06112,0.340483,0.362686,0.545001,-0.184789,0.187174,0
